tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-4.322,4.4354,6.1929,0.44,6.0351,0.44095,6.0301,0.43,0.25313,0.10005,0.15366,-0.015
-4.4879,4.3648,6.2604,0.41,6.0513,0.44095,6.0466,0.43,0.24234,0.10005,0.061018,0.02
-4.4473,4.4833,6.315,0.48,6.0572,0.4365,6.0527,0.42667,0.23667,0.09441,0.047689,0.015
-4.4891,4.4993,6.3557,0.44,6.0662,0.43294,6.0621,0.42333,0.22834,0.092916,0.0051977,-0.015
-4.4614,4.4839,6.3253,0.45,6.0787,0.42996,6.075,0.42048,0.21722,0.092004,0.00021633,-0.055
-4.4964,4.4925,6.3562,0.33,6.0998,0.42438,6.0967,0.41429,0.19884,0.094264,-0.051769,-0.075
-4.3128,4.4845,6.2218,0.3,6.1059,0.43475,6.1031,0.42286,0.18975,0.1035,-0.050382,-0.055
-4.4141,4.4323,6.2554,0.22,6.1129,0.45201,6.1104,0.43571,0.17894,0.12323,-0.019121,-0.03
-4.33,4.4145,6.1836,0.24,6.1323,0.4536,6.1303,0.43714,0.16288,0.12406,-0.019769,0.05
-4.3945,4.3961,6.2159,0.32,6.144,0.44558,6.1422,0.43,0.15082,0.11967,-0.027338,0.1
-4.3779,4.2892,6.1289,0.44,6.1504,0.44805,6.1488,0.43238,0.14508,0.12037,-0.078437,0.095
-4.3306,4.2376,6.059,0.51,6.1441,0.44901,6.1424,0.43333,0.14596,0.12051,-0.11364,0.055
-4.252,4.0926,5.9016,0.55,6.135,0.4523,6.1334,0.43667,0.14416,0.1208,-0.050462,-0.04
-4.2483,4.1774,5.9581,0.43,6.1209,0.45333,6.1194,0.43762,0.13988,0.12124,0.060258,-0.065
-4.185,4.3303,6.0221,0.42,6.1052,0.45199,6.1039,0.43619,0.13004,0.12139,0.093509,-0.055
-4.3324,4.358,6.1451,0.32,6.0911,0.45017,6.09,0.43429,0.12045,0.12147,-0.058623,0.095
-4.1629,4.1878,5.9049,0.61,6.0744,0.44983,6.0736,0.43381,0.10482,0.12192,-0.11086,0.205
-4.1469,4.2296,5.9234,0.73,6.0648,0.45483,6.0641,0.44,0.09963,0.11803,0.14644,-0.045
-4.4105,4.3543,6.1978,0.52,6.0513,0.46236,6.0507,0.45048,0.09117,0.10675,0.093806,-0.15
-4.209,4.4304,6.111,0.43,6.0402,0.46643,6.0395,0.45667,0.088344,0.09728,-0.053862,-0.015
-4.0996,4.5035,6.09,0.49,6.0284,0.46977,6.0279,0.46095,0.079587,0.092839,-0.025479,0.015
-4.1088,4.4544,6.06,0.46,6.0162,0.47262,6.0157,0.46381,0.082995,0.093085,-0.0098146,-0.005
-4.1524,4.428,6.0704,0.48,6.006,0.47531,6.0053,0.46619,0.090553,0.094946,-0.019913,0.02
-4.1039,4.4046,6.0202,0.5,6.0042,0.47587,6.0035,0.46667,0.093089,0.095411,-0.019501,-0.035
-4.1697,4.358,6.0314,0.41,5.9943,0.48455,5.9934,0.47476,0.10856,0.099278,0.0060941,-0.045
-4.1991,4.3309,6.0324,0.41,5.9826,0.49776,5.9815,0.48667,0.11849,0.10707,-0.0096359,-0.045
-4.1783,4.3229,6.0121,0.32,5.9706,0.50776,5.9696,0.4981,0.11368,0.10103,-0.0052637,0.01
-4.1776,4.3371,6.0219,0.43,5.9696,0.50397,5.9686,0.49476,0.11441,0.098266,-0.019039,0.06
-4.1955,4.2529,5.9741,0.44,5.971,0.48565,5.9699,0.47857,0.11401,0.084634,-0.035896,-0.03
-4.0419,4.3665,5.9501,0.37,5.9606,0.47943,5.9597,0.4719,0.10151,0.086696,-0.00081614,-0.015
-4.1586,4.2867,5.9724,0.41,5.9569,0.48075,5.9562,0.47333,0.097164,0.086217,-0.039203,0.065
-4.0689,4.2332,5.8717,0.5,5.9529,0.47759,5.9522,0.47,0.093047,0.086891,-0.065487,0.075
-4.0413,4.2179,5.8414,0.56,5.9536,0.47805,5.9529,0.47048,0.093878,0.086861,-0.0041286,0.03
-4.1064,4.1853,5.8634,0.56,5.9531,0.47711,5.9524,0.46952,0.09331,0.086861,-0.048003,0.02
-4.0622,4.0631,5.7454,0.6,5.956,0.47519,5.9553,0.46762,0.096379,0.086597,-0.045597,0.055
-4.0161,4.146,5.7722,0.67,5.9562,0.48471,5.9555,0.47667,0.096515,0.09013,0.075147,-0.02
-4.1709,4.1669,5.8957,0.56,5.9582,0.49463,5.9574,0.48619,0.098577,0.093246,0.055268,-0.065
