tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-1.0335,-1.2997,1.6605,0.2,1.7033,0.19048,1.7023,0.18619,0.061594,0.041167,-0.017057,-0.005
-1.039,-1.264,1.6362,0.19,1.6935,0.19531,1.6925,0.19286,0.059298,0.031645,0.0027357,0
-1.0611,-1.2843,1.666,0.2,1.6872,0.1976,1.6863,0.19619,0.055889,0.024182,0.022784,0.005
-1.0415,-1.3205,1.6818,0.2,1.6818,0.20094,1.6811,0.20048,0.047939,0.013956,-0.0084464,0.005
-1.0329,-1.2855,1.6491,0.21,1.6749,0.20324,1.6745,0.20286,0.040233,0.012705,-0.0049348,-0.01
-1.0341,-1.3138,1.6719,0.18,1.6711,0.20538,1.6707,0.20476,0.035945,0.016315,0.010649,0
-1.0409,-1.3064,1.6704,0.21,1.6683,0.20583,1.668,0.20524,0.032314,0.016006,-0.0022909,0.02
-1.0544,-1.2917,1.6674,0.22,1.6663,0.20786,1.666,0.20714,0.02863,0.017647,-0.0006588,0
-0.9997,-1.3365,1.669,0.21,1.6631,0.20835,1.6629,0.20762,0.026123,0.017862,-0.024531,-0.005
-0.92844,-1.3255,1.6183,0.21,1.6694,0.20982,1.6688,0.20905,0.043691,0.018413,-0.02358,0.005
-0.95608,-1.3101,1.6219,0.22,1.6766,0.21293,1.6757,0.2119,0.054099,0.021359,-0.0048809,0
-0.92107,-1.3187,1.6085,0.21,1.6846,0.21489,1.6835,0.21381,0.062767,0.022017,0.016178,-0.025
-0.93029,-1.3679,1.6542,0.17,1.6935,0.21625,1.6921,0.21524,0.068258,0.021359,0.048329,-0.005
-0.9604,-1.409,1.7052,0.2,1.7044,0.21926,1.7026,0.2181,0.079853,0.023156,0.0011629,0.025
-0.92354,-1.3752,1.6566,0.22,1.7151,0.22017,1.7129,0.21905,0.090282,0.022783,-0.015162,0.025
-0.97943,-1.3586,1.6749,0.25,1.7273,0.22112,1.7247,0.22,0.097407,0.022804,0.014289,-0.01
-1.028,-1.3353,1.6851,0.2,1.7402,0.22724,1.7371,0.22571,0.10664,0.026939,0.012343,-0.005
-1.1244,-1.2745,1.6996,0.24,1.7542,0.22865,1.7506,0.22714,0.11533,0.026859,-0.016495,0.01
-1.074,-1.2554,1.6522,0.22,1.7677,0.23175,1.7637,0.23,0.12089,0.029155,0.06347,-0.005
-1.1177,-1.4446,1.8265,0.23,1.7818,0.23525,1.7775,0.23333,0.12596,0.030714,0.081408,0.02
-1.117,-1.4305,1.815,0.26,1.7956,0.24108,1.7915,0.23857,0.12369,0.035537,-0.001644,0.005
-1.1312,-1.4299,1.8232,0.24,1.8077,0.24108,1.804,0.23857,0.11885,0.035537,0.0017064,-0.02
-1.1035,-1.4452,1.8184,0.22,1.8185,0.24108,1.8153,0.23857,0.11033,0.035537,0.031063,0.01
-1.2166,-1.4403,1.8853,0.26,1.8303,0.23989,1.8274,0.23667,0.10554,0.040166,0.039758,0
-1.2104,-1.4618,1.8979,0.22,1.8401,0.23846,1.8374,0.23476,0.10331,0.042851,0.0056057,-0.015
-1.2172,-1.4544,1.8965,0.23,1.8485,0.23762,1.8462,0.23381,0.094649,0.043414,0.017917,0.04
-1.2602,-1.4667,1.9337,0.3,1.8598,0.23713,1.8579,0.23333,0.087256,0.043282,0.028518,0.005
-1.2749,-1.4802,1.9536,0.24,1.8687,0.23842,1.8671,0.23476,0.077817,0.042617,0.0043857,-0.01
-1.2743,-1.4661,1.9425,0.28,1.8764,0.23842,1.8752,0.23476,0.067698,0.042617,0.0025561,0.02
-1.2479,-1.5097,1.9587,0.28,1.888,0.24196,1.8875,0.2381,0.044676,0.044116,-0.01519,0.02
-1.1975,-1.4907,1.9121,0.32,1.8896,0.2429,1.8891,0.23905,0.042929,0.044148,-0.03733,-0.03
-1.1687,-1.4778,1.884,0.22,1.8911,0.24451,1.8907,0.24048,0.040627,0.045329,-0.032561,-0.055
-1.1803,-1.4206,1.847,0.21,1.8905,0.24823,1.8901,0.24381,0.041707,0.047799,0.011212,-0.045
-1.2246,-1.4612,1.9065,0.13,1.891,0.24866,1.8906,0.24429,0.040931,0.0476,0.034128,-0.025
-1.184,-1.5054,1.9153,0.16,1.8914,0.2477,1.891,0.24333,0.040925,0.047469,-0.031752,0.035
-1.1459,-1.4434,1.843,0.2,1.8913,0.24616,1.8908,0.24143,0.040901,0.049223,0.0019169,0.04
-1.2184,-1.4827,1.9191,0.24,1.8937,0.24491,1.8932,0.24,0.042641,0.05,0.018334,0.015
-1.2503,-1.4034,1.8796,0.23,1.8969,0.23961,1.8963,0.23476,0.047884,0.049155,-0.024705,0
-1.243,-1.3967,1.8697,0.24,1.9018,0.24113,1.901,0.23619,0.057575,0.049747,0.014924,0.03
-1.2725,-1.4237,1.9095,0.29,1.9076,0.24058,1.9065,0.23571,0.066443,0.049353,-0.0044499,0.005
-1.2288,-1.3973,1.8608,0.25,1.9141,0.24233,1.9126,0.23714,0.076695,0.051102,-0.03082,0
-1.2417,-1.3684,1.8478,0.29,1.925,0.24642,1.923,0.24,0.090158,0.057271,-0.024851,0.03
-1.192,-1.3635,1.8111,0.31,1.9347,0.25698,1.9324,0.24857,0.096013,0.066805,-0.0099571,-0.03
-1.227,-1.3549,1.8279,0.23,1.9428,0.26232,1.9405,0.25381,0.095665,0.067932,0.042051,-0.035
-1.2989,-1.3801,1.8952,0.24,1.9521,0.27236,1.9496,0.26476,0.10118,0.065469,0.033047,-0.025
-1.2307,-1.4397,1.894,0.18,1.9602,0.28256,1.9575,0.27524,0.10474,0.065469,0.025473,-0.02
-1.254,-1.4882,1.9461,0.2,1.9719,0.29249,1.9692,0.28476,0.10504,0.068456,0.052842,0.005
-1.2706,-1.5441,1.9997,0.19,1.9784,0.30268,1.9757,0.29381,0.10595,0.07453,0.052852,0.035
-1.3554,-1.5404,2.0518,0.27,1.9834,0.30655,1.9808,0.2981,0.10365,0.073254,0.028668,0.04
-1.3966,-1.5103,2.057,0.27,1.9901,0.31322,1.9877,0.30476,0.10066,0.074069,0.017973,0.02
-1.4119,-1.5379,2.0878,0.31,1.9946,0.31666,1.9923,0.3081,0.099096,0.074941,0.036399,0.055
-1.3597,-1.6393,2.1298,0.38,2.0016,0.31964,1.9995,0.31143,0.09444,0.073776,-0.003058,0.045
-1.3775,-1.5607,2.0817,0.4,2.0082,0.32467,2.0064,0.31619,0.087869,0.07553,-0.055846,-0.03
-1.2921,-1.5502,2.0181,0.32,2.0214,0.32337,2.02,0.31476,0.077647,0.075935,0.0078964,-0.02
-1.3511,-1.6043,2.0975,0.36,2.0283,0.32272,2.0273,0.31381,0.0648,0.077167,0.031241,0.03
-1.3843,-1.5533,2.0806,0.38,2.029,0.32308,2.0281,0.31429,0.063307,0.076718,-0.0042997,0.02
-1.337,-1.6049,2.0889,0.4,2.033,0.32915,2.0323,0.3219,0.056505,0.0704,-0.013278,0.025
-1.3419,-1.5552,2.0541,0.43,2.0305,0.33662,2.0296,0.33048,0.061927,0.065611,-0.050217,-0.04
-1.27,-1.53,1.9884,0.32,2.0263,0.34699,2.0252,0.3419,0.067171,0.060632,-0.01986,-0.025
-1.3124,-1.5281,2.0143,0.38,2.0219,0.34775,2.0208,0.34286,0.06839,0.059594,0.0086128,0.02
-1.2983,-1.5287,2.0056,0.36,2.0143,0.34607,2.013,0.34048,0.073164,0.06352,-0.0016769,-0.03
-1.3327,-1.506,2.011,0.32,2.0054,0.34025,2.004,0.33095,0.075099,0.080926,-0.0061641,0.015
